SYMBOL	DATE	OPEN	HIGH	LOW	CLOSE	VOLUME
ARCHIES	2026-02-05	16.39	16.7	16.11	16.24	3272
ARCIIL	2026-02-05	63.95	63.95	62.0	62.0	2000
ARE&M	2026-02-05	890.15	894.0	868.3	875.4	264979
ARENTERP	2026-02-05	40.26	41.0	40.26	40.56	396
ARFIN	2026-02-05	76.35	78.0	72.7	77.23	1617556
ARHAM	2026-02-05	139.0	142.0	135.1	140.05	10000
ARIES	2026-02-05	330.0	330.0	315.0	318.95	16141
ARIHANTACA	2026-02-05	477.0	477.0	440.0	440.0	800
ARIHANTCAP	2026-02-05	81.99	82.86	80.67	80.98	161314
ARIHANTSUP	2026-02-05	298.6	298.6	289.3	292.4	8532
ARISINFRA	2026-02-05	95.76	96.15	89.71	90.63	1830722
ARKADE	2026-02-05	127.91	127.91	125.0	126.86	179578
ARMANFIN	2026-02-05	1578.6	1578.6	1546.1	1552.8	16194
ARMOUR	2026-02-05	31.4	32.45	29.05	30.1	136000
AROGRANITE	2026-02-05	31.0	31.85	29.5	30.42	7978
ARROWGREEN	2026-02-05	459.0	459.0	437.05	441.8	7948
ARSHIYA	2026-02-05	1.33	1.33	1.22	1.25	66590
ARSSBL	2026-02-05	583.05	585.15	574.0	578.3	155432
ARTEMISMED	2026-02-05	214.41	221.5	213.45	216.15	265911
ARTNIRMAN	2026-02-05	45.9	45.9	44.5	44.5	8
ARUNAYA	2026-02-05	18.3	18.3	18.0	18.0	6000
ARVEE	2026-02-05	158.4	164.59	158.4	164.59	742
ARVIND	2026-02-05	369.95	379.1	366.35	374.65	1007261
ARVINDFASN	2026-02-05	500.0	500.95	488.2	489.55	124592
ARVINDPORT	2026-02-05	32.1	33.7	30.5	30.5	55500
ARVSMART	2026-02-05	575.0	589.0	575.0	583.65	25115
ASAHIINDIA	2026-02-05	967.9	980.4	962.0	968.9	51090
ASAHISONG	2026-02-05	237.0	238.45	228.25	233.84	19626
ASAL	2026-02-05	455.05	458.85	446.1	450.0	8614
ASALCBR	2026-02-05	878.45	917.2	845.55	857.85	68778
ASCOM	2026-02-05	159.0	159.0	159.0	159.0	500
ASHALOG	2026-02-05	68.5	68.5	66.0	66.0	8000
ASHAPURMIN	2026-02-05	731.05	742.6	659.15	681.45	1343997
ASHIANA	2026-02-05	298.2	302.45	293.1	296.0	98721
ASHIMASYN	2026-02-05	18.0	18.0	16.9	16.97	54677
ASHOKA	2026-02-05	155.8	155.9	151.84	152.68	489103
ASHOKAMET	2026-02-05	14.4	14.4	13.6	13.89	10297
ASHOKLEY	2026-02-05	201.25	202.86	200.0	201.5	14809572
ASHWINI	2026-02-05	137.5	138.0	133.05	135.0	14000
ASIANENE	2026-02-05	259.95	260.8	251.2	253.7	62780
ASIANHOTNR	2026-02-05	317.55	324.9	298.2	301.2	36678
ASIANPAINT	2026-02-05	2445.0	2455.8	2402.6	2432.1	1047405
ASIANTILES	2026-02-05	74.35	76.4	72.21	72.96	3779578
ASKAUTOLTD	2026-02-05	459.3	463.0	450.35	461.35	97790
ASMS	2026-02-05	12.12	14.34	12.0	14.33	12529452
ASPINWALL	2026-02-05	216.85	218.05	215.85	216.95	754
ASPIRE	2026-02-05	14.9	14.9	14.8	14.8	18000
ASTEC	2026-02-05	620.0	682.0	620.0	657.85	1306534
ASTERDM	2026-02-05	540.2	540.3	528.9	537.95	714016
ASTRAL	2026-02-05	1509.2	1514.8	1495.1	1503.6	298047
ASTRAMICRO	2026-02-05	945.0	953.85	930.0	935.95	89996
ASTRAZEN	2026-02-05	8646.0	8666.5	8538.5	8621.5	3261
ASTRON	2026-02-05	4.26	4.26	4.1	4.13	58794
ATALREAL	2026-02-05	27.21	27.89	27.2	27.62	1881240
ATAM	2026-02-05	77.29	77.3	74.0	74.89	4640
ATCENERGY	2026-02-05	30.4	30.4	29.15	29.5	12000
ATGL	2026-02-05	549.65	553.15	543.0	545.4	303887
ATHERENERG	2026-02-05	694.1	718.0	678.2	714.5	1670941
ATL	2026-02-05	25.4	25.4	24.27	24.69	133533
ATLANTAA	2026-02-05	46.8	47.02	44.5	44.98	50105
ATLANTAELE	2026-02-05	827.4	827.4	798.45	807.55	74465
ATLASCYCLE	2026-02-05	96.99	96.99	93.0	93.42	5648
ATLPP	2026-02-05	10.08	10.5	9.81	9.81	1773
ATMASTCO	2026-02-05	150.75	150.75	141.1	144.45	12800
ATUL	2026-02-05	6315.0	6360.0	6232.5	6253.5	10880
ATULAUTO	2026-02-05	435.0	437.9	430.05	431.65	56134
AUBANK	2026-02-05	980.95	989.7	974.1	986.0	921723
AURIGROW	2026-02-05	0.42	0.42	0.39	0.39	23986640
AURIONPRO	2026-02-05	905.05	923.9	897.0	907.95	214524
AUROPHARMA	2026-02-05	1212.7	1212.7	1176.9	1181.6	1216222
AURUM	2026-02-05	184.63	184.63	176.1	178.68	66993
AUSL	2026-02-05	22.5	22.5	22.5	22.5	2000
AUSOMENT	2026-02-05	112.29	112.29	108.0	108.83	3469
AUTOAXLES	2026-02-05	2050.1	2050.2	1950.0	1969.9	54648
AUTOBEES	2026-02-05	287.95	287.96	281.6	283.38	118394
AUTOIETF	2026-02-05	28.63	28.7	28.22	28.45	250300
AUTOIND	2026-02-05	80.0	80.0	76.5	77.32	33608
AVADHSUGAR	2026-02-05	361.05	389.95	337.0	341.95	214149
AVALON	2026-02-05	1032.0	1049.8	964.8	1020.5	546636
AVANA	2026-02-05	73.0	74.95	71.0	72.55	72000
AVANTEL	2026-02-05	151.89	152.99	148.5	150.49	674406
AVANTIFEED	2026-02-05	1060.35	1116.5	1037.05	1081.2	5168558
AVG	2026-02-05	148.0	156.5	148.0	152.83	20795
AVIANSH	2026-02-05	115.5	116.0	115.5	116.0	3000
AVL	2026-02-05	496.9	503.2	488.0	489.85	147146
AVONMORE	2026-02-05	14.9	15.13	14.52	14.71	132561
AVPINFRA	2026-02-05	104.9	112.5	104.9	110.15	87200
AVROIND	2026-02-05	129.15	129.15	124.38	126.38	961
AVTNPL	2026-02-05	68.0	69.28	68.0	68.29	25840
AWFIS	2026-02-05	384.85	386.15	370.35	373.35	332874
AWHCL	2026-02-05	525.15	528.2	515.2	518.55	97066
AWL	2026-02-05	216.81	217.74	214.01	214.78	530310
AXISBANK	2026-02-05	1340.0	1340.0	1317.4	1330.6	3766488
AXISBNKETF	2026-02-05	620.02	620.02	616.7	618.15	3708
AXISBPSETF	2026-02-05	13.48	13.48	13.12	13.14	156676
AXISCADES	2026-02-05	1239.4	1245.0	1173.0	1180.7	122281
AXISCETF	2026-02-05	119.8	120.53	119.64	119.92	7869
AXISGOLD	2026-02-05	127.0	127.0	123.82	126.4	6651508
AXISHCETF	2026-02-05	144.47	144.49	142.62	144.16	2953
AXISILVER	2026-02-05	259.9	259.9	216.86	245.33	3364795
AXISNIFTY	2026-02-05	284.65	284.65	281.42	281.71	5532
AXISTECETF	2026-02-05	398.39	399.84	394.72	396.36	3374
AXISVALUE	2026-02-05	33.49	33.49	32.9	33.05	118827
AXITA	2026-02-05	10.76	10.98	10.61	10.65	441270
AXSENSEX	2026-02-05	87.28	87.28	85.58	85.65	2348
AYMSYNTEX	2026-02-05	176.1	182.23	175.0	175.61	10836
AZAD	2026-02-05	1514.0	1540.0	1477.2	1499.2	73739
BABAFP	2026-02-05	28.75	28.75	28.75	28.75	3200
BAFNAPH	2026-02-05	114.2	117.0	114.2	115.79	1196
BAGDIGITAL	2026-02-05	115.05	121.0	111.0	113.75	262400
BAGFILMS	2026-02-05	5.82	5.94	5.45	5.45	60864
BAHETI	2026-02-05	605.0	607.0	590.0	597.85	18750
BAIDFIN	2026-02-05	11.6	11.9	11.44	11.46	189193
BAJAJ-AUTO	2026-02-05	9640.0	9679.0	9600.0	9647.0	155663
BAJAJCON	2026-02-05	357.1	368.5	352.85	363.7	1792458
BAJAJELEC	2026-02-05	413.0	423.25	409.3	414.7	96235
BAJAJFINSV	2026-02-05	2008.1	2021.8	1992.4	2000.1	857399
BAJAJHCARE	2026-02-05	357.9	376.0	350.05	368.65	189277
BAJAJHFL	2026-02-05	91.84	91.84	91.15	91.31	2801353
BAJAJHIND	2026-02-05	16.55	16.79	16.24	16.34	3332155
BAJAJHLDNG	2026-02-05	11000.0	11310.0	10816.0	10891.0	211732
BAJAJINDEF	2026-02-05	309.8	309.8	294.05	298.0	8400
BAJEL	2026-02-05	168.95	175.0	162.54	170.35	482221
BAJFINANCE	2026-02-05	964.0	968.5	953.0	964.75	6020258
BALAJEE	2026-02-05	34.0	34.13	33.26	33.32	25753
BALAJIPHOS	2026-02-05	144.0	144.0	143.5	143.5	2000
BALAJITELE	2026-02-05	88.0	96.0	86.58	91.3	741238
BALAMINES	2026-02-05	1151.0	1151.0	1098.1	1105.2	99095
BALAXI	2026-02-05	24.5	24.5	22.9	23.03	151844
BALCO	2026-02-05	24.3	24.3	24.3	24.3	1200
BALKRISHNA	2026-02-05	17.28	17.28	16.65	16.97	9995
BALKRISIND	2026-02-05	2648.0	2744.9	2570.4	2687.8	511866
BALMLAWRIE	2026-02-05	180.6	183.59	177.6	179.97	194693
BALPHARMA	2026-02-05	70.9	72.82	69.7	70.32	6315
BALRAMCHIN	2026-02-05	441.65	448.0	436.8	446.65	169383
BALUFORGE	2026-02-05	447.1	452.9	436.7	446.4	601738
BANARBEADS	2026-02-05	121.38	132.0	118.2	124.38	13883
BANARISUG	2026-02-05	3600.1	3609.9	3590.1	3600.0	1126
BANCOINDIA	2026-02-05	644.1	644.85	631.55	635.15	98715
BANDHANBNK	2026-02-05	157.2	158.3	156.59	157.8	5314795
BANG	2026-02-05	45.63	46.77	44.71	45.97	17339
BANKA	2026-02-05	61.59	62.38	60.42	61.47	2050
BANKADD	2026-02-05	61.5	61.55	61.11	61.3	14677
BANKBARODA	2026-02-05	291.4	293.1	289.05	290.45	4970798
BANKBEES	2026-02-05	620.94	624.05	618.5	620.55	514054
BANKBETA	2026-02-05	62.67	62.67	61.68	61.76	771130
BANKBETF	2026-02-05	60.91	61.08	60.64	60.92	19475
BANKETF	2026-02-05	611.56	611.7	608.43	610.09	2384
BANKIETF	2026-02-05	61.94	61.94	61.3	61.46	99433
BANKINDIA	2026-02-05	160.95	164.87	160.83	163.46	12318378
BANKNIFTY1	2026-02-05	617.63	622.96	617.63	620.6	11174
BANKPSU	2026-02-05	89.6	91.15	89.23	89.61	26488
BANSALWIRE	2026-02-05	276.25	280.45	271.6	272.8	66344
BANSWRAS	2026-02-05	128.0	128.0	117.1	118.79	36904
BARFLEX	2026-02-05	60.95	60.95	60.95	60.95	2000
BASF	2026-02-05	3745.0	3797.0	3723.9	3753.7	19708
BASILIC	2026-02-05	260.05	261.8	255.2	258.7	10500
BASML	2026-02-05	25.02	25.26	24.37	24.49	51329
BATAINDIA	2026-02-05	861.15	863.25	850.9	851.6	59649
BAWEJA	2026-02-05	32.0	32.0	32.0	32.0	800
BAYERCROP	2026-02-05	4459.3	4517.0	4440.0	4458.1	15513
BBETF0432	2026-02-05	1308.02	1312.59	1305.01	1309.81	871
BBL	2026-02-05	2792.0	2875.0	2750.5	2861.0	19938
