SYMBOL	DATE	OPEN	HIGH	LOW	CLOSE	VOLUME
BBNPNBETF	2026-02-05	60.4	60.99	59.96	60.0	1653
BBNPPGOLD	2026-02-05	145.9	149.95	141.25	147.7	140193
BBOX	2026-02-05	528.05	528.05	511.55	515.3	185168
BBTC	2026-02-05	1756.9	1796.3	1736.8	1773.2	43354
BBTCL	2026-02-05	190.01	193.99	186.15	186.31	275
BCG	2026-02-05	10.3	11.21	10.16	10.91	7894605
BCLIND	2026-02-05	28.8	28.82	28.12	28.39	207519
BCONCEPTS	2026-02-05	281.0	288.65	277.1	284.0	3807
BDL	2026-02-05	1304.0	1304.0	1250.1	1273.3	2060781
BEACON	2026-02-05	88.05	90.9	87.15	87.25	16000
BEARDSELL	2026-02-05	27.65	28.5	27.0	28.3	18508
BECTORFOOD	2026-02-05	225.1	225.1	220.53	221.93	306341
BEDMUTHA	2026-02-05	134.16	137.0	133.1	135.55	14920
BEL	2026-02-05	439.0	439.0	428.15	432.9	14345511
BELLACASA	2026-02-05	325.95	328.5	309.9	316.4	2426
BELRISE	2026-02-05	184.0	188.8	183.12	184.54	3762064
BEML	2026-02-05	1764.0	1764.0	1719.8	1746.2	128462
BEPL	2026-02-05	85.91	86.8	84.81	86.47	195788
BERGEPAINT	2026-02-05	484.95	484.95	470.0	472.3	153304
BESTAGRO	2026-02-05	20.05	20.5	19.25	19.93	283892
BETA	2026-02-05	1479.6	1479.6	1430.2	1459.3	2278
BEWLTD	2026-02-05	97.25	97.25	97.2	97.25	3000
BFINVEST	2026-02-05	410.2	410.2	395.5	400.1	17264
BFSI	2026-02-05	28.73	28.8	28.47	28.57	144013
BFUTILITIE	2026-02-05	554.0	554.0	519.95	533.05	11874
BGRENERGY	2026-02-05	343.2	346.45	328.0	330.6	89334
BHADORA	2026-02-05	66.0	70.0	64.4	66.5	7200
BHAGCHEM	2026-02-05	227.35	229.9	223.65	227.91	34173
BHAGERIA	2026-02-05	170.23	170.82	163.8	164.45	82120
BHAGYANGR	2026-02-05	170.0	172.0	166.01	168.49	85337
BHANDARI	2026-02-05	4.17	4.17	4.0	4.07	140279
BHARATCOAL	2026-02-05	37.63	38.15	37.25	37.43	16848811
BHARATFORG	2026-02-05	1598.0	1599.0	1561.5	1573.2	1823030
BHARATGEAR	2026-02-05	116.0	118.8	114.5	118.22	32298
BHARATRAS	2026-02-05	1868.3	1909.0	1845.1	1874.4	22517
BHARATSE	2026-02-05	158.16	173.0	152.81	168.45	713626
BHARATWIRE	2026-02-05	169.0	173.45	167.0	170.15	111514
BHARTIARTL	2026-02-05	2012.0	2022.9	1985.0	1992.4	7708690
BHARTIHEXA	2026-02-05	1620.0	1660.0	1581.6	1627.4	262659
BHEL	2026-02-05	272.3	272.9	267.6	268.9	3631556
BIGBLOC	2026-02-05	59.56	60.94	57.3	57.69	116384
BIKAJI	2026-02-05	657.15	658.0	650.3	653.65	54882
BIKEWO	2026-02-05	20.65	20.65	20.0	20.0	14000
BIL	2026-02-05	883.0	925.0	880.1	913.6	15694
BILVYAPAR	2026-02-05	7.1	7.25	7.0	7.2	2192
BIOCON	2026-02-05	368.55	370.0	363.5	367.8	1513592
BIOFILCHEM	2026-02-05	40.37	40.37	37.54	37.54	115436
BIRDYS	2026-02-05	117.0	117.0	117.0	117.0	1200
BIRET	2026-02-05	350.0	354.68	349.65	353.13	365614
BIRLACABLE	2026-02-05	135.02	137.68	133.02	136.15	34910
BIRLACORPN	2026-02-05	1093.9	1098.3	1066.6	1080.6	64864
BIRLAMONEY	2026-02-05	129.0	132.24	125.11	126.38	58005
BIRLANU	2026-02-05	1600.0	1600.0	1570.2	1583.7	3307
BLACKBUCK	2026-02-05	618.0	645.0	597.7	606.4	1541675
BLAL	2026-02-05	193.0	194.0	190.0	190.88	31194
BLBLIMITED	2026-02-05	14.37	14.39	13.9	14.0	106870
BLISSGVS	2026-02-05	183.15	188.8	182.44	185.78	1986257
BLKASHYAP	2026-02-05	52.72	54.0	51.68	53.52	708886
BLS	2026-02-05	290.0	309.0	289.5	300.1	26362532
BLSE	2026-02-05	172.98	180.56	171.05	174.44	295426
BLUECHIP	2026-02-05	2.19	2.27	2.19	2.27	179262
BLUECOAST	2026-02-05	26.61	26.62	25.16	26.48	2753
BLUEDART	2026-02-05	5706.5	5902.0	5611.5	5884.0	50074
BLUEJET	2026-02-05	413.0	415.6	400.25	406.7	188636
BLUEPEBBLE	2026-02-05	147.0	147.0	140.0	142.2	4000
BLUESTARCO	2026-02-05	1893.2	1893.2	1841.2	1862.0	345561
BLUESTONE	2026-02-05	435.75	445.5	427.15	441.05	364766
BLUEWATER	2026-02-05	131.0	138.0	131.0	136.5	13000
BLUSPRING	2026-02-05	60.85	60.85	57.98	58.81	145739
BMETRICS	2026-02-05	38.55	38.55	38.0	38.0	1600
BMWVENTLTD	2026-02-05	58.9	60.6	58.9	59.48	154859
BODALCHEM	2026-02-05	52.0	52.28	51.2	51.77	51673
BOHRAIND	2026-02-05	20.64	20.64	19.37	19.55	2765
BOMDYEING	2026-02-05	126.75	126.75	121.01	121.49	870063
BORANA	2026-02-05	384.8	395.0	373.1	381.9	24699
BOROLTD	2026-02-05	267.4	267.4	254.95	257.95	143359
BORORENEW	2026-02-05	510.2	515.0	502.2	508.9	600982
BOROSCI	2026-02-05	108.0	110.53	104.8	105.8	29368
BOSCH-HCIL	2026-02-05	1353.8	1353.8	1310.0	1323.8	14846
BOSCHLTD	2026-02-05	36710.0	36745.0	36070.0	36275.0	16466
BPCL	2026-02-05	386.0	391.65	378.35	382.05	8446290
BPL	2026-02-05	59.05	60.58	56.61	58.01	83541
BRACEPORT	2026-02-05	81.65	81.65	81.5	81.55	3200
BRIGADE	2026-02-05	787.5	787.95	763.0	771.45	432244
BRIGHOTEL	2026-02-05	62.32	62.32	60.8	61.29	58532
BRITANNIA	2026-02-05	5855.0	5946.5	5844.5	5870.5	275290
BRNL	2026-02-05	20.4	20.99	20.4	20.69	32923
BROOKS	2026-02-05	62.55	62.55	60.44	60.96	35210
BSE	2026-02-05	2905.0	2914.9	2842.6	2892.2	2976213
BSE500IETF	2026-02-05	39.77	40.0	39.1	39.26	142830
BSHSL	2026-02-05	91.4	91.99	89.0	90.05	5814
BSL	2026-02-05	138.85	142.99	137.7	139.12	5627
BSLGOLDETF	2026-02-05	135.09	136.0	130.35	134.37	664314
BSLNIFTY	2026-02-05	29.28	30.34	29.28	29.84	278905
BSLSENETFG	2026-02-05	85.4	85.4	83.03	83.47	2275
BSOFT	2026-02-05	438.2	465.0	435.0	460.55	2758909
BTML	2026-02-05	7.5	7.67	7.4	7.47	134025
BUILDPRO	2026-02-05	790.0	833.0	790.0	829.25	41215
BUTTERFLY	2026-02-05	619.0	655.0	611.1	626.0	20905
BVCL	2026-02-05	50.4	54.9	48.85	50.98	242816
BYKE	2026-02-05	51.51	54.0	51.51	52.12	106112
C2C	2026-02-05	380.0	383.95	366.0	375.65	53100
CADSYS	2026-02-05	48.7	48.7	48.7	48.7	500
CALSOFT	2026-02-05	14.27	14.34	14.01	14.33	5599
CAMLINFINE	2026-02-05	175.0	176.9	169.55	171.74	1210429
CAMPUS	2026-02-05	274.0	274.0	266.3	269.05	311361
CAMS	2026-02-05	732.05	733.0	721.0	731.4	518026
CANARYS	2026-02-05	25.5	26.1	25.5	26.0	84000
CANBK	2026-02-05	148.0	149.58	147.57	148.29	16041047
CANFINHOME	2026-02-05	933.5	949.5	930.0	937.4	103461
CANHLIFE	2026-02-05	146.08	146.4	142.5	144.99	624591
CANTABIL	2026-02-05	308.9	313.0	302.3	307.75	173223
CAPACITE	2026-02-05	247.0	247.0	235.13	236.93	279012
CAPILLARY	2026-02-05	612.0	618.0	599.1	611.6	132702
CAPINVIT	2026-02-05	73.91	74.48	73.83	73.98	264904
CAPITALSFB	2026-02-05	255.2	260.2	255.2	257.7	21266
CAPLIPOINT	2026-02-05	1917.0	1939.0	1853.2	1903.9	123694
CAPTRUST	2026-02-05	15.6	15.97	15.01	15.41	42304
CARBORUNIV	2026-02-05	804.9	807.05	786.35	790.45	65084
CARERATING	2026-02-05	1615.9	1659.8	1594.7	1649.2	23814
CARRARO	2026-02-05	543.0	553.45	537.0	540.15	69214
CARTRADE	2026-02-05	2389.2	2438.0	2023.7	2302.0	3671239
CARYSIL	2026-02-05	1015.0	1019.95	935.0	940.05	275150
CASHIETF	2026-02-05	1048.48	1048.48	1048.46	1048.47	370762
CASTROLIND	2026-02-05	187.05	187.1	184.9	185.61	2570246
CBAZAAR	2026-02-05	3.9	3.9	3.9	3.9	24000
CCAVENUE	2026-02-05	17.33	17.45	16.9	17.03	6659690
CCCL	2026-02-05	19.87	19.87	18.61	19.0	247428
CCHHL	2026-02-05	14.02	14.02	13.31	13.45	8490
CCL	2026-02-05	1042.85	1059.0	982.2	990.0	1476082
CDSL	2026-02-05	1363.0	1368.0	1340.6	1363.3	1462213
CEATLTD	2026-02-05	3909.7	3938.6	3853.9	3878.1	34663
CEDAAR	2026-02-05	44.75	44.75	43.0	43.0	8000
CEIGALL	2026-02-05	281.7	290.0	281.05	288.4	503439
CELEBRITY	2026-02-05	9.3	9.5	8.6	8.94	48640
CELLECOR	2026-02-05	28.3	28.5	27.05	28.15	309000
CELLO	2026-02-05	506.55	512.5	505.0	506.55	85353
CELLPOINT	2026-02-05	16.5	16.5	16.15	16.15	2400
CEMPRO	2026-02-05	705.0	709.25	670.2	678.85	391050
CENTENKA	2026-02-05	457.0	461.1	453.6	459.1	10731
CENTEXT	2026-02-05	21.6	21.98	21.1	21.23	114696
CENTRALBK	2026-02-05	37.21	37.62	36.83	36.97	3938009
CENTRUM	2026-02-05	25.9	25.99	24.97	25.1	104133
CENTUM	2026-02-05	2332.2	2374.8	2301.7	2324.5	6528
CENTURYPLY	2026-02-05	800.0	812.2	776.4	785.75	93176
CERA	2026-02-05	5184.0	5184.0	5010.0	5053.6	13868
CEREBRAINT	2026-02-05	5.99	5.99	5.58	5.65	52245
CESC	2026-02-05	152.71	155.07	151.03	154.38	1575369
CEWATER	2026-02-05	410.0	411.85	389.0	396.45	42687
CGCL	2026-02-05	171.0	173.3	169.24	169.79	434009
CGPOWER	2026-02-05	670.95	672.2	656.6	668.0	2521396
CGRAPHICS	2026-02-05	158.0	158.1	153.0	157.4	28800
CHALET	2026-02-05	874.05	875.4	847.3	851.7	103430
CHAMBLFERT	2026-02-05	436.05	438.2	423.6	427.45	1042634
CHAMUNDA	2026-02-05	46.6	46.6	44.6	45.3	39000
CHANDAN	2026-02-05	270.0	270.0	262.0	263.45	20000
CHAVDA	2026-02-05	110.0	112.0	108.4	108.75	11000
CHEMBOND	2026-02-05	150.49	151.0	145.0	148.42	6646
CHEMBONDCH	2026-02-05	161.13	161.13	153.25	154.54	8685
CHEMCON	2026-02-05	185.05	189.0	182.4	183.68	21583
CHEMFAB	2026-02-05	403.3	405.9	399.0	404.45	3840
CHEMICAL	2026-02-05	28.69	28.7	28.3	28.46	215337
CHEMPLASTS	2026-02-05	267.2	270.0	259.1	261.25	100045
CHENNPETRO	2026-02-05	888.0	918.0	882.0	894.4	1348063
CHETANA	2026-02-05	47.8	47.8	46.0	46.0	4800
CHEVIOT	2026-02-05	1037.0	1041.0	1030.5	1031.8	779
CHOICEGOLD	2026-02-05	153.9	153.9	147.0	150.33	109868
CHOICEIN	2026-02-05	784.5	787.9	770.2	775.85	715244
CHOLAFIN	2026-02-05	1740.0	1745.0	1717.1	1722.3	391219
CHOLAHLDNG	2026-02-05	1729.0	1729.0	1661.1	1676.4	93125
CIEINDIA	2026-02-05	429.0	435.0	425.4	430.1	169239
CIFL	2026-02-05	32.1	32.77	31.56	32.02	38167
CIGNITITEC	2026-02-05	1580.0	1586.0	1556.2	1571.3	25380
CINELINE	2026-02-05	84.03	86.22	82.2	83.28	31734
CINEVISTA	2026-02-05	16.26	16.74	15.65	15.85	6465
CIPLA	2026-02-05	1335.9	1335.9	1321.0	1333.3	999810
CLASSICEIL	2026-02-05	51.25	52.4	51.0	51.1	46400
CLCIND	2026-02-05	11.41	11.41	11.41	11.41	31
CLEAN	2026-02-05	801.35	815.0	795.45	809.65	137208
CLEDUCATE	2026-02-05	72.72	74.71	72.72	73.85	15573
CLSEL	2026-02-05	264.63	269.94	259.01	264.63	39484
CLSL	2026-02-05	49.1	49.5	49.1	49.5	4000
CMNL	2026-02-05	115.05	115.05	115.05	115.05	750
CMRSL	2026-02-05	67.25	70.65	67.25	70.65	2400
CMSINFO	2026-02-05	319.0	326.9	313.4	324.85	440601
CNL	2026-02-05	692.7	713.3	675.4	706.15	18919
COALINDIA	2026-02-05	437.0	437.8	427.7	431.85	5252658
COASTCORP	2026-02-05	53.06	53.06	51.1	52.91	172034
COCHINSHIP	2026-02-05	1502.2	1503.5	1476.7	1482.9	468641
COFFEEDAY	2026-02-05	31.25	31.57	30.0	30.18	917207
COFORGE	2026-02-05	1598.0	1620.0	1587.6	1599.8	1684388
COHANCE	2026-02-05	368.4	368.4	339.75	356.8	1259934
COLPAL	2026-02-05	2116.2	2152.8	2111.0	2114.3	144168
COMMITTED	2026-02-05	195.0	195.0	195.0	195.0	800
COMMOIETF	2026-02-05	100.52	100.61	99.62	100.26	139660
COMPINFO	2026-02-05	1.4	1.4	1.35	1.39	19662
COMPUSOFT	2026-02-05	14.44	14.65	14.05	14.18	13174
COMSYN	2026-02-05	166.93	167.15	165.5	167.12	14612
CONCOR	2026-02-05	528.4	528.4	517.2	522.05	1789564
CONCORDBIO	2026-02-05	1177.6	1189.6	1136.7	1168.2	80462
CONFIPET	2026-02-05	32.51	32.63	31.48	31.59	386104
CONNPLEX	2026-02-05	247.45	253.0	244.3	249.7	50400
CONS	2026-02-05	120.71	120.71	119.51	120.09	1240
CONSOFINVT	2026-02-05	201.0	209.0	195.0	195.29	25786
CONSUMBEES	2026-02-05	130.6	131.07	129.66	130.21	67433
CONSUMER	2026-02-05	11.74	11.74	11.3	11.41	91082
CONSUMIETF	2026-02-05	121.24	121.6	120.0	120.97	8247
CONTROLPR	2026-02-05	660.0	660.05	649.0	651.15	8384
COOLCAPS	2026-02-05	31.6	31.6	31.6	31.6	211250
CORALFINAC	2026-02-05	35.88	35.88	34.21	34.44	19166
CORDSCABLE	2026-02-05	172.05	176.68	170.0	171.07	25756
COROMANDEL	2026-02-05	2287.8	2295.0	2241.0	2249.3	120390
CORONA	2026-02-05	1482.1	1538.0	1482.1	1526.0	65118
COSMOFIRST	2026-02-05	644.65	672.55	627.6	630.25	73379
COUNCODOS	2026-02-05	5.26	5.37	5.12	5.13	12442
CPCAP	2026-02-05	96.76	100.92	95.52	97.78	18230
CPEDU	2026-02-05	227.59	230.5	220.0	221.91	17299
CPPLUS	2026-02-05	1552.9	1552.9	1458.7	1476.3	149549
CPSEETF	2026-02-05	99.91	102.4	97.64	99.79	3182572
CRAFTSMAN	2026-02-05	7819.0	7859.0	7701.5	7836.0	18038
CRAMC	2026-02-05	262.2	262.2	252.6	255.1	423968
CRAYONS	2026-02-05	39.05	41.1	38.05	41.0	7000
CREATIVEYE	2026-02-05	6.84	6.84	6.5	6.67	3191
CREDITACC	2026-02-05	1342.0	1355.0	1286.2	1290.9	213333
CREST	2026-02-05	363.05	367.2	357.2	359.7	2375
CRISIL	2026-02-05	4688.0	4730.9	4607.0	4636.9	37973
CRIZAC	2026-02-05	240.5	242.0	235.0	236.1	246653
CROMPTON	2026-02-05	245.74	247.84	241.71	246.63	3565459
CROWN	2026-02-05	137.89	141.21	132.21	133.73	19195
CSBBANK	2026-02-05	419.4	421.0	411.9	413.75	273814
CSLFINANCE	2026-02-05	270.45	273.75	259.0	262.25	21355
CSSL	2026-02-05	139.5	143.0	128.55	130.1	104000
CTE	2026-02-05	36.0	36.0	35.12	35.88	3530
CUB	2026-02-05	293.0	296.5	291.3	293.65	970491
CUBEINVIT	2026-02-05	140.0	140.0	140.0	140.0	725000
CUBEXTUB	2026-02-05	116.85	119.5	113.26	114.61	263441
CUDML	2026-02-05	126.0	127.9	126.0	127.9	2000
CUMMINSIND	2026-02-05	4088.0	4418.0	4032.0	4391.4	1692136
CUPID	2026-02-05	427.95	433.0	416.1	420.05	5228090
CURAA	2026-02-05	89.47	91.29	89.47	89.47	203
CURIS	2026-02-05	105.55	105.55	105.55	105.55	1000
CYBERMEDIA	2026-02-05	15.92	16.19	15.31	15.45	6443
CYBERTECH	2026-02-05	136.9	136.97	133.0	133.95	29745
CYIENT	2026-02-05	1132.1	1139.3	1098.0	1102.1	235456
CYIENTDLM	2026-02-05	373.0	380.0	356.7	357.85	290011
DABUR	2026-02-05	501.55	507.9	499.35	504.3	1537272
DALBHARAT	2026-02-05	2156.1	2158.4	2124.4	2153.6	72806
DALMIASUG	2026-02-05	290.85	302.35	287.1	289.65	65575
DAMCAPITAL	2026-02-05	173.05	174.5	169.69	170.21	308466
DAMODARIND	2026-02-05	28.45	28.45	26.53	27.36	6623
DANGEE	2026-02-05	3.05	3.11	3.04	3.09	27072
DANISH	2026-02-05	623.0	630.0	610.0	618.8	19950
DATAMATICS	2026-02-05	784.0	784.0	757.0	769.2	64709
DATAPATTNS	2026-02-05	2618.6	2625.0	2512.0	2523.5	320409
DAVANGERE	2026-02-05	4.28	4.28	4.08	4.18	2009992
DBCORP	2026-02-05	240.4	242.39	238.35	238.92	29026
DBEIL	2026-02-05	96.75	96.75	90.3	91.05	30373
DBL	2026-02-05	465.25	472.5	453.55	459.2	135785
DBOL	2026-02-05	100.0	103.5	99.02	100.92	92445
DBREALTY	2026-02-05	125.0	126.97	119.22	120.68	3485310
DBSTOCKBRO	2026-02-05	25.0	25.9	24.65	24.96	4508
DCAL	2026-02-05	211.97	216.6	208.0	210.32	203974
DCBBANK	2026-02-05	193.25	196.56	189.44	190.92	979248
DCG	2026-02-05	60.0	60.0	60.0	60.0	1200
DCI	2026-02-05	248.9	248.9	235.0	236.42	10801
DCM	2026-02-05	88.5	88.99	86.02	88.23	2430
DCMFINSERV	2026-02-05	5.13	5.13	4.22	4.66	36608
DCMNVL	2026-02-05	136.62	137.3	134.0	134.96	8396
DCMSHRIRAM	2026-02-05	1160.0	1167.8	1141.9	1155.6	26036
DCMSRIND	2026-02-05	39.5	40.0	38.5	38.85	59033
DCW	2026-02-05	49.8	49.8	47.75	48.32	816315
DCXINDIA	2026-02-05	172.01	172.08	167.07	167.71	280954
DDEVPLSTIK	2026-02-05	302.05	304.75	288.6	292.3	94532
DECCANCE	2026-02-05	669.0	685.0	664.05	674.2	6742
DECCANTRAN	2026-02-05	22.5	23.8	22.5	23.8	4800
DEEDEV	2026-02-05	214.15	216.87	208.46	209.09	100782
DEEPAKFERT	2026-02-05	1051.4	1054.7	1012.8	1017.8	265520
DEEPAKNTR	2026-02-05	1620.0	1634.6	1602.0	1606.8	58975
DEEPINDS	2026-02-05	421.95	432.95	396.45	413.8	521263
DELAPLEX	2026-02-05	110.5	110.5	107.6	108.6	1800
DELHIVERY	2026-02-05	447.25	447.25	437.65	444.1	1397681
DELPHIFX	2026-02-05	233.99	233.99	223.5	227.06	136118
DELTACORP	2026-02-05	65.25	65.75	64.43	65.0	513168
DELTAMAGNT	2026-02-05	67.0	67.5	63.65	63.92	7739
DELTIC	2026-02-05	40.2	40.35	39.05	39.8	13000
DEN	2026-02-05	29.1	31.05	29.02	29.53	495517
DENEERS	2026-02-05	140.1	145.05	140.1	142.1	9600
DENORA	2026-02-05	630.0	630.0	595.0	599.35	3205
DENTA	2026-02-05	273.0	276.85	261.6	264.6	128696
DENTALKART	2026-02-05	600.0	600.0	590.0	592.85	4000
DESTINY	2026-02-05	113.5	119.0	113.5	119.0	7500
DEVIT	2026-02-05	31.01	31.99	30.61	31.0	26123
DEVX	2026-02-05	40.0	40.07	39.04	39.12	83942
DEVYANI	2026-02-05	126.62	135.25	126.34	132.19	76225450
DGCONTENT	2026-02-05	24.98	25.43	24.6	24.77	9385
DHAMPURSUG	2026-02-05	122.79	124.5	119.42	120.35	156736
DHANBANK	2026-02-05	24.16	24.28	23.91	24.13	263449
DHANLAXMI	2026-02-05	30.0	30.0	29.45	29.45	10000
DHANUKA	2026-02-05	1117.7	1117.7	1046.3	1068.4	75905
DHARAN	2026-02-05	0.19	0.19	0.17	0.18	41741462
DHARARAIL	2026-02-05	124.0	125.0	119.6	119.85	28000
DHARIWAL	2026-02-05	376.05	386.0	376.05	386.0	4800
DHARMAJ	2026-02-05	240.0	244.0	237.14	240.4	16726
DHRUV	2026-02-05	36.75	36.95	34.0	34.41	17007
DHUNINV	2026-02-05	1024.4	1024.4	995.0	1002.0	538
DIACABS	2026-02-05	129.48	129.48	123.5	124.75	322052
DIAMINESQ	2026-02-05	248.0	251.5	242.05	250.4	10340
DIAMONDYD	2026-02-05	1122.4	1122.4	1077.3	1102.7	61802
DICIND	2026-02-05	560.0	560.0	542.1	553.85	995
DIFFNKG	2026-02-05	266.06	266.06	248.58	251.53	153721
DIGIDRIVE	2026-02-05	23.3	23.3	21.61	22.0	44642
DIGIKORE	2026-02-05	64.45	64.5	63.5	63.5	1200
DIGISPICE	2026-02-05	19.81	20.5	19.81	20.04	104073
DIGITIDE	2026-02-05	115.0	116.0	110.25	111.28	200987
DIGJAMLMTD	2026-02-05	51.38	51.99	50.0	51.32	1780
DIL	2026-02-05	1.36	1.37	1.3	1.33	93253
DISHTV	2026-02-05	3.42	3.46	3.36	3.39	1441498
DIVGIITTS	2026-02-05	624.4	639.0	619.25	627.95	5583
DIVIDEND	2026-02-05	37.59	37.59	37.0	37.18	2839
DIVINEHIRA	2026-02-05	234.0	234.0	220.0	227.0	40000
DIVISLAB	2026-02-05	6054.0	6173.0	5936.0	6141.5	370561
DIVOPPBEES	2026-02-05	84.5	84.5	83.03	83.49	33417
DIVYADHAN	2026-02-05	22.6	22.65	22.6	22.6	4000
DIXON	2026-02-05	11700.0	11713.0	11154.0	11376.0	1047347
DJML	2026-02-05	86.5	90.43	85.71	88.26	503909
DLF	2026-02-05	660.0	663.25	647.65	661.3	2184966
DLINKINDIA	2026-02-05	425.6	429.95	408.4	412.55	76894
DMART	2026-02-05	3849.0	3949.5	3825.1	3934.9	867140
DMCC	2026-02-05	223.92	230.99	218.02	223.65	11810
DNAMEDIA	2026-02-05	3.43	4.12	3.43	3.76	507198
DODLA	2026-02-05	1200.0	1200.0	1177.1	1182.1	7985
DOLATALGO	2026-02-05	77.32	77.99	75.58	76.49	166214
DOLLAR	2026-02-05	335.5	338.75	325.95	327.65	51371
DOLLEX	2026-02-05	36.95	36.95	35.0	36.75	20000
DOLPHIN	2026-02-05	425.6	433.0	420.3	423.8	5750
DOMS	2026-02-05	2465.0	2755.0	2408.0	2474.3	30631
DONEAR	2026-02-05	97.5	97.5	92.22	93.14	46381
DPABHUSHAN	2026-02-05	1255.7	1255.8	1178.0	1203.2	28381
DPEL	2026-02-05	290.0	293.0	289.0	293.0	18500
DPSCLTD	2026-02-05	9.38	9.49	9.19	9.38	106860
DPWIRES	2026-02-05	174.4	174.99	166.0	167.64	12556
DRCSYSTEMS	2026-02-05	17.59	18.16	16.37	16.72	191994
DREAMFOLKS	2026-02-05	93.93	94.94	91.49	92.15	76855
DREDGECORP	2026-02-05	1120.9	1146.9	987.4	1007.8	840949
DRONE	2026-02-05	51.85	53.45	51.5	51.65	25000
DRREDDY	2026-02-05	1242.0	1253.6	1237.0	1244.9	953241
DRSDILIP	2026-02-05	66.5	66.5	66.5	66.5	800
DSSL	2026-02-05	950.0	990.9	931.8	965.45	43915
DTIL	2026-02-05	152.0	152.0	142.0	144.52	4757
DTL	2026-02-05	125.0	128.0	125.0	128.0	3600
DUCOL	2026-02-05	135.0	137.0	130.0	131.1	32000
DUCON	2026-02-05	4.09	4.3	3.7	4.19	4160361
DUGLOBAL	2026-02-05	30.0	30.95	28.2	28.25	30000
DURLAX	2026-02-05	48.8	50.9	48.35	49.45	42000
DVL	2026-02-05	259.9	262.15	255.6	257.25	4657
DWARKESH	2026-02-05	34.73	34.99	33.87	34.18	403783
DYCL	2026-02-05	310.1	312.8	299.9	300.85	72433
DYNAMATECH	2026-02-05	8891.5	8896.0	8565.5	8611.5	10530
DYNPRO	2026-02-05	221.05	222.17	215.74	218.96	40878
E2E	2026-02-05	2440.0	2489.3	2359.9	2366.9	75624
E2ERAIL	2026-02-05	212.5	218.95	210.0	210.4	36000
EASEMYTRIP	2026-02-05	6.66	6.69	6.55	6.63	6789983
EASTSILK	2026-02-05	78.8	78.8	71.32	71.34	2666
EBANKNIFTY	2026-02-05	61.08	61.08	60.05	60.1	1169
EBBETF0430	2026-02-05	1558.08	1563.45	1557.32	1558.01	6439
EBBETF0431	2026-02-05	1392.8	1394.06	1373.02	1381.05	5251
EBBETF0433	2026-02-05	1274.0	1277.5	1261.5	1266.6	6903
EBGNG	2026-02-05	291.8	295.5	285.0	291.95	143343
ECAPINSURE	2026-02-05	24.55	24.55	23.9	24.16	22203
ECLERX	2026-02-05	4500.0	4544.9	4453.0	4497.2	74164
ECOSMOBLTY	2026-02-05	200.0	217.5	198.08	205.82	1549106
EDELWEISS	2026-02-05	109.26	109.26	106.4	107.36	2960845
EEPL	2026-02-05	152.5	157.0	151.05	153.95	5000
EFACTOR	2026-02-05	275.0	275.0	275.0	275.0	800
EFCIL	2026-02-05	270.1	272.9	264.0	267.25	84418
EFFWA	2026-02-05	209.0	209.0	202.5	203.4	8400
EFORCE	2026-02-05	32.0	32.0	30.85	31.0	3600
EGOLD	2026-02-05	155.2	155.2	148.65	152.75	184006
EICHERMOT	2026-02-05	7290.0	7309.5	7176.5	7209.5	254212
EIDPARRY	2026-02-05	911.15	916.85	884.6	891.1	87536
EIEL	2026-02-05	184.77	184.77	178.35	179.66	326872
EIFFL	2026-02-05	253.9	259.0	248.1	251.25	9433
EIHAHOTELS	2026-02-05	337.0	357.45	335.0	348.3	61425
EIHOTEL	2026-02-05	333.95	374.65	327.25	341.2	22370131
EIMCOELECO	2026-02-05	1755.0	1755.0	1653.2	1662.8	20391
EKC	2026-02-05	114.0	114.31	112.71	113.53	204821
ELDEHSG	2026-02-05	995.0	1005.0	925.05	938.7	599
ELECON	2026-02-05	456.0	456.4	433.3	438.5	351394
ELECTCAST	2026-02-05	73.73	75.34	72.85	73.94	1143511
ELECTHERM	2026-02-05	796.55	796.55	760.5	767.15	17194
ELGIEQUIP	2026-02-05	493.7	494.4	484.65	487.55	226513
ELGIRUBCO	2026-02-05	45.0	45.0	40.55	41.1	20374
ELGNZ	2026-02-05	79.25	81.5	79.25	81.5	2000
ELIN	2026-02-05	160.0	161.65	157.61	158.2	26393
ELIQUID	2026-02-05	1017.46	1017.46	1017.44	1017.46	3378
ELLEN	2026-02-05	262.85	262.85	253.05	254.25	56217
ELM250	2026-02-05	16.78	16.78	16.18	16.27	98498
EMAMILTD	2026-02-05	505.0	514.0	496.1	503.3	3468949
EMAMIPAP	2026-02-05	85.0	85.9	83.57	84.63	5466
EMAMIREAL	2026-02-05	71.89	73.0	69.99	72.67	14225
EMAPARTNER	2026-02-05	92.65	92.65	85.6	91.85	5000
EMBASSY	2026-02-05	439.0	440.25	437.25	440.04	593212
EMBDL	2026-02-05	65.99	65.99	64.0	64.79	818287
EMCURE	2026-02-05	1550.0	1550.0	1466.8	1482.3	210425
EMIL	2026-02-05	96.85	97.44	94.0	94.56	404774
EMKAY	2026-02-05	260.0	264.0	246.05	248.85	24546
EMKAYTOOLS	2026-02-05	100.0	103.9	98.15	103.85	3000
EMMBI	2026-02-05	94.39	96.0	93.51	94.66	4115
EMMVEE	2026-02-05	206.5	208.54	201.1	202.56	575500
EMSLIMITED	2026-02-05	375.0	388.0	360.4	378.75	236517
EMUDHRA	2026-02-05	526.0	527.2	501.0	511.75	876296
